Course,ID,Department
Methods in Informatics and Data Science for Health,PHP,Public Health
Statistical Inference II,PHP,Public Health
Design of Experiments,PHP,Public Health
Linear Models,PHP,Public Health
Analysis of Lifetime Data,PHP,Public Health
Generalized Linear Models,PHP,Public Health
Causal Inference and Missing Data,PHP,Public Health
"Statistical Methods in Bioinformatics, I",PHP,Public Health
Statistical Learning and Big Data,PHP,Public Health
Simulation Models for Public Health Decision Making,PHP,Public Health
Optimization Algorithms in Data Science,PHP,Public Health
Including the Excluded: Global Health Ethics,PHP,Public Health
Critical Perspectives in Global Health,PHP,Public Health
Doctoral Seminar in Public Health,PHP,Public Health
SPH Doctoral Teaching Experience (TE),PHP,Public Health
"From Octavia Butler to N.K Jemisin, Black Feminist and Queer Theories in Science-Fiction and Fantasy",AFRI,Africana Studies
Resistance in Black Popular Culture,AFRI,Africana Studies
Resistance in Black Popular Culture,AFRI,Africana Studies
An Introduction to Africana Studies,AFRI,Africana Studies
The Last Professors,AFRI,Africana Studies
Autobiography of the Civil Rights Movement,AFRI,Africana Studies
Philosophy of Race and Gender,AFRI,Africana Studies
This is America: Reimagining the American Saga,AFRI,Africana Studies
Twentieth-Century Africa,AFRI,Africana Studies
Afro-American History and Society Before 1800,AFRI,Africana Studies
Caribbean History and Society Before 1800,AFRI,Africana Studies
Modern Caribbean History and Society,AFRI,Africana Studies
Afro Latin Americans and Blackness in the Americas,AFRI,Africana Studies
"Race, Slavery, Modernity and Knowledge",AFRI,Africana Studies
Performing Ethnography and the Politics of Culture,AFRI,Africana Studies
After the Uprisings: Abolition and Black Studies,AFRI,Africana Studies
"Globalization, Media and Culture",AFRI,Africana Studies
The Making of Ghana: The Life & Times of a Black Nation,AFRI,Africana Studies
"Health, Healing, and Resistance",AFRI,Africana Studies
Psychology of the Black Experience,AFRI,Africana Studies
Black Theology,AFRI,Africana Studies
"Race, Gender, and Urban Politics",AFRI,Africana Studies
Black Student Protest from Jim Crow to the Present,AFRI,Africana Studies
African-American Life in the City,AFRI,Africana Studies
Drama and War in Africa: New Voices,AFRI,Africana Studies
Global Black Radicalism,AFRI,Africana Studies
"Gospel Titans, Divas, and Dynasties",AFRI,Africana Studies
Freedom Films,AFRI,Africana Studies
Racial and Gender Politics in Contemporary Brazil,AFRI,Africana Studies
Ethics of Black Power,AFRI,Africana Studies
Race and Political Theory,AFRI,Africana Studies
Rastafari Studies,AFRI,Africana Studies
"Raggae, Rastafari and Revolution",AFRI,Africana Studies
Theorizing Racism,AFRI,Africana Studies
How Structural Racism Works,AFRI,Africana Studies
"Monuments, History, and Memory in the United States",AFRI,Africana Studies
Queerness in Caribbean Literature,AFRI,Africana Studies
Home and Homecoming,AFRI,Africana Studies
Hip Hop Music and Cultures,AFRI,Africana Studies
Narratives of Power,AFRI,Africana Studies
"History, Literature and the Caribbean Novel",AFRI,Africana Studies
Fela Kuti: African Freedom from Afrobeat to Afrobeats,AFRI,Africana Studies
"Race, Gender, Ethics and Environmental Justice",AFRI,Africana Studies
Black Cultural Studies,AFRI,Africana Studies
Freedom in Africana Political Thought,AFRI,Africana Studies
The Afro-Luso-Brazilian Triangle,AFRI,Africana Studies
"Race, Rights and Rebellion",AFRI,Africana Studies
Race and Visual Culture,AFRI,Africana Studies
Contesting the Carceral State,AFRI,Africana Studies
Advanced RPM Playwriting,AFRI,Africana Studies
Africana Feminism,AFRI,Africana Studies
Intermediate RPM Playwriting,AFRI,Africana Studies
The REAL: A Research to Performance Project,AFRI,Africana Studies
Narrating the Radical Self,AFRI,Africana Studies
RPM Playwriting: Advanced and Staging,AFRI,Africana Studies
Art and Civic Engagement: Creativity/Reality,AFRI,Africana Studies
The History of Afro Futurism and Black Science Fiction,AFRI,Africana Studies
Rhythm and Resistance,AFRI,Africana Studies
"Slavery, Materiality, and Memorialization",AFRI,Africana Studies
Africa Since 1950,AFRI,Africana Studies
Contemporary African Philosophy,AFRI,Africana Studies
West African Writers and Political Kingdom,AFRI,Africana Studies
Philosophy and Race,AFRI,Africana Studies
Black Radical Tradition,AFRI,Africana Studies
Racial Frontier in South African History,AFRI,Africana Studies
Africana Philosophy of Religion,AFRI,Africana Studies
Varieties of American Philosophical Experience,AFRI,Africana Studies
African Environmental History,AFRI,Africana Studies
Comparative Africana Literatures and Criticism,AFRI,Africana Studies
South Africa since 1990,AFRI,Africana Studies
An Introduction to Africa,AFRI,Africana Studies
Black Transnationalism,AFRI,Africana Studies
African Development,AFRI,Africana Studies
"Sex, Violence and the Policing of Black Struggle",AFRI,Africana Studies
"Race, Sexuality, and Mental Disability History",AFRI,Africana Studies
Performing Africa,AFRI,Africana Studies
The Life and Work of W. E. B. Du Bois,AFRI,Africana Studies
The Black Vote: A Critical Interrogation of a Concept,AFRI,Africana Studies
Black Freedom Struggle Since 1945,AFRI,Africana Studies
Comparative Identity Politics in Africa,AFRI,Africana Studies
Slavery and Empire in the United States,AFRI,Africana Studies
Voices Beneath the Veil,AFRI,Africana Studies
Systemic Racism and Modes of Resilience,AFRI,Africana Studies
Black Feminist Thought and Womanist Theology,AFRI,Africana Studies
Reading with Black Caribbean Women Writers,AFRI,Africana Studies
"Women, the State and Violence",AFRI,Africana Studies
The Black Hero,AFRI,Africana Studies
Afro-Caribbean Philosophy,AFRI,Africana Studies
"Public Health in Africa: History, Politics, and Practice",AFRI,Africana Studies
African American Women's History,AFRI,Africana Studies
Visual Cultures of the Afro-Americas,AFRI,Africana Studies
"Haiti: A New World, A Free World",AFRI,Africana Studies
"Framing Haiti: History, Culture, Politics + Literature",AFRI,Africana Studies
Gospel Music from the Church to the Streets,AFRI,Africana Studies
The Art and Imagination of Josephine Baker,AFRI,Africana Studies
Afro-Brazilians and the Brazilian Polity,AFRI,Africana Studies
Black Protest Music,AFRI,Africana Studies
The Black Radical Imagination,AFRI,Africana Studies
Women in the Civil Rights Movement,AFRI,Africana Studies
"Slavery, Democracy, and Racial Violence in the Americas",AFRI,Africana Studies
"Memory, Movements, and Mississippi",AFRI,Africana Studies
Writing About Race in the Post Civil Rights Era,AFRI,Africana Studies
Africana Studies Junior Seminar,AFRI,Africana Studies
"Africana Studies: Knowledge, Texts and Methodology",AFRI,Africana Studies
Africans and the West: Studies in the History of Ideas,AFRI,Africana Studies
Caribbean Imaginations: Writing and Cultural Production,AFRI,Africana Studies
Theorizing the Black Diaspora,AFRI,Africana Studies
Southern African History,AFRI,Africana Studies
The Black Digital Humanities,AFRI,Africana Studies
"Incarceration, Education, and Political Literacy",AFRI,Africana Studies
Black Life in the Post-Industrial City,AFRI,Africana Studies
Making and Remaking Blackness in the Western World,AFRI,Africana Studies
Black Popular Cultures,AFRI,Africana Studies
Contemporary African Women's Literature,AFRI,Africana Studies
Black New Orleans: A Research Seminar,AFRI,Africana Studies
Modernist Africana Poetry of the Americas,AFRI,Africana Studies
Political Visions and Community Formations,AFRI,Africana Studies
Eastern African History,AFRI,Africana Studies
"Race, Empire and Modernity",AFRI,Africana Studies
Contemporary African Political Philosophy,AFRI,Africana Studies
The Civil Rights Movement: History and Legacy,AFRI,Africana Studies
Health Inequality in Historical Perspective,AFRI,Africana Studies
"Philosophy, Literature and the Caribbean Novel",AFRI,Africana Studies
History and Memory in Africana Literature,AFRI,Africana Studies
1968: A Year in Review,AFRI,Africana Studies
Black Transnational Feminism,AFRI,Africana Studies
Revolt and Revolution in the Black World,AFRI,Africana Studies
Afro-pessimism and Its Kin,AFRI,Africana Studies
What Hortense Spillers Said,AFRI,Africana Studies
Race and the Modern World,AFRI,Africana Studies
Methods in Africana Studies,AFRI,Africana Studies
Interdisciplinary Methods and Africana Studies,AFRI,Africana Studies
Theorizing the Black Diaspora,AFRI,Africana Studies
Black Feminism and the Politics of Care,AFRI,Africana Studies
Race and Nation in the Spanish Caribbean,AFRI,Africana Studies
Boston: A City Through Time,AMST,American Studies
"Bodies of Knowledge: Gender, Race and Science",AMST,American Studies
The West in the American Imagination,AMST,American Studies
Skill: From Flint-knapping to the Maker Movement,AMST,American Studies
What Does A Woman Want?,AMST,American Studies
The Boy Problem,AMST,American Studies
"Culture, Communities, and Change",AMST,American Studies
95 North: New York Fictions,AMST,American Studies
Color Me Cool,AMST,American Studies
Science in the Public Eye,AMST,American Studies
American Slavery On Screen,AMST,American Studies
"Race, Class, and Girlhood",AMST,American Studies
Musical Youth Cultures,AMST,American Studies
Black to the Future: Race as Science Fiction,AMST,American Studies
"Selling Love, Selling Sex: Romance in Popular Culture",AMST,American Studies
Histories of Memory/Memories of History,AMST,American Studies
Popular Music and the City,AMST,American Studies
Health as Morality in American Life,AMST,American Studies
Dead or Alive?: The American West in Popular Culture,AMST,American Studies
"Race and Nation in the U.S.: Belonging, Longing, and Resistance",AMST,American Studies
Are You Creative?: The Rise of a Modern Virtue,AMST,American Studies
The Vietnam War and Visual Culture,AMST,American Studies
"Beyond Entrepreneurs, Adoptees, and G.I. Wives: Korean American Experiences",AMST,American Studies
Imagining the American Mind,AMST,American Studies
American Capitalism and Its Critics,AMST,American Studies
American Indian Law and Legacies,AMST,American Studies
"Cradle of Democracy?: Race, Childhood, and U.S. National Identity",AMST,American Studies
Food and Gender in U.S. Popular Culture,AMST,American Studies
Race in the Museum,AMST,American Studies
Social Memory and the 60s: From Nixon to Nostalgia,AMST,American Studies
Martinique and the Black Radical Imagination,AMST,American Studies
Black Internationalism,AMST,American Studies
Art Writing: Politics of Viewing and Making,AMST,American Studies
Health and Healing in American History,AMST,American Studies
Black Queer Life,AMST,American Studies
Introduction to Native and Indigenous Feminisms,AMST,American Studies
Introduction to American Studies: American Icons,AMST,American Studies
Race and Gender in Black Women's Speculative Fiction,AMST,American Studies
"Scraps of the Archive: Race, Theory, Performance",AMST,American Studies
"Music, Race, and Identity",AMST,American Studies
"Boatbuilding: Design, Making, and Culture",AMST,American Studies
American Folk Art,AMST,American Studies
Gravestones and Burying Grounds,AMST,American Studies
"The Neoclassical Ideal in America, 1775-1840",AMST,American Studies
Museum Collecting and Collections,AMST,American Studies
"Public Humanities: History, Theory, Practice",AMST,American Studies
Methods in Public Humanities,AMST,American Studies
Site- Specific Writing in Brown's Historical Spaces,AMST,American Studies
"Global China: Flows, Forces, and Friction",AMST,American Studies
Sports in American Society,AMST,American Studies
Memory and Forgetting in Popular Culture,AMST,American Studies
Health and Healing in American History,AMST,American Studies
American Advertising: History and Consequences,AMST,American Studies
American Popular Culture,AMST,American Studies
Asian America Since 1945,AMST,American Studies
Asian American History,AMST,American Studies
Asian Immigration to the Americas,AMST,American Studies
"Body and Soul: Health and Sexuality, 1860-1920",AMST,American Studies
Child Welfare in Twentieth-Century America,AMST,American Studies
Civil Rights and the Legacy of the 1960s,AMST,American Studies
"Class, Culture, and Politics",AMST,American Studies
History of Sexuality in the United States,AMST,American Studies
Introduction to Latino Studies,AMST,American Studies
Introduction to Latino Studies II: Culture and Identity,AMST,American Studies
Latino Immigration in the 20th Century,AMST,American Studies
Latino Popular Music and Culture,AMST,American Studies
Latinos and Film,AMST,American Studies
American Popular Culture,AMST,American Studies
Making America: Twentieth-Century U.S. Immigrant/Ethnic Literature,AMST,American Studies
Pacific Rim in American History,AMST,American Studies
Popular Culture in the United States,AMST,American Studies
"Race, Gender, and Community in Latina Autobiography",AMST,American Studies
"Race, Ethnicity, Religion and Community",AMST,American Studies
Religion and Society in the United States,AMST,American Studies
US Popular Culture,AMST,American Studies
History of American Technology,AMST,American Studies
Asian Americans and Popular Culture,AMST,American Studies
Narratives of Liberation,AMST,American Studies
The Century of Immigration,AMST,American Studies
Chicago and America,AMST,American Studies
Celluloid America,AMST,American Studies
Growing Up in America,AMST,American Studies
Henry James Goes to the Movies,AMST,American Studies
Immigrant America and Its Children,AMST,American Studies
Eating Cultures: Food and Society,AMST,American Studies
Children of Immigrants,AMST,American Studies
Women / Writing / Power,AMST,American Studies
"Race, Inequality, and the American City since 1945",AMST,American Studies
"Slackers and Hipsters: Urban Fictions, 1850-Present",AMST,American Studies
Death and Dying in America,AMST,American Studies
"Slavery in American History, Culture and Memory",AMST,American Studies
Race and Remembering,AMST,American Studies
American Publics,AMST,American Studies
Race in the Americas: A Hemispheric Perspective,AMST,American Studies
"Public Memory: Testimony, Memorial, Ritual",AMST,American Studies
Making Music American: Critical Heritage Studies,AMST,American Studies
"Global Macho: Race, Gender, and Action Movies",AMST,American Studies
The Problem of Class in America,AMST,American Studies
America and the Asian Pacific: A Cultural History,AMST,American Studies
Narratives of Slavery,AMST,American Studies
America as a Trans-Pacific Culture,AMST,American Studies
Transnational Popular Culture,AMST,American Studies
"Movements, Morals, and Markets",AMST,American Studies
New Media as a Tool for Social and Political Change,AMST,American Studies
Latina/o Cultural Theory,AMST,American Studies
"Race, Immigration and Citizenship",AMST,American Studies
China in the American Imagination,AMST,American Studies
Filipino American Cultures,AMST,American Studies
Essaying Culture,AMST,American Studies
"Gender, Race, and Class in the United States",AMST,American Studies
"Disability: History, Theory, and Bodily Difference",AMST,American Studies
Latina Literature: The Shifting Boundaries of Identity,AMST,American Studies
Latino New York,AMST,American Studies
Latinos and Film,AMST,American Studies
Form Matters: Contemporary Short Fiction,AMST,American Studies
